id,repo,commit,source,target,repo_id,lib_pair_id,total_tests,premig_passed_tests,llmmig_has_result,llmmig_passed_tests,llmmig_correctness,llmmig_abs_improvement,llmmig_rel_improvement,merge_skipped_has_result,merge_skipped_passed_tests,merge_skipped_correctness,merge_skipped_abs_improvement,merge_skipped_rel_improvement,async_transform_has_result,async_transform_passed_tests,async_transform_correctness,async_transform_abs_improvement,async_transform_rel_improvement,overall_correctness,best_round,manual_edit_has_result,manual_edit_passed_tests,manual_edit_correctness,manual_edit_abs_improvement,manual_edit_rel_improvement,premig_to_best_migloc,best_to_manual_edit_migloc,dev_effort_saving
kura@yarg__6378a9f4__requests__requests_futures,kura/yarg,6378a9f4,requests,requests_futures,kura@yarg__6378a9f4,requests__requests_futures,58,58,True,49,0.8448275862068966,-1,-1,False,-1,0.8448275862068966,-1,-1.0,False,-1,0.8448275862068966,-1,-1.0,0.8448275862068966,llmmig,,-1,-1.0,-1,-1.0,22,0,
haidra-org@ai-horde-styles__1221207a__requests__requests_futures,haidra-org/ai-horde-styles,1221207a,requests,requests_futures,haidra-org@ai-horde-styles__1221207a,requests__requests_futures,3,2,True,2,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,6,0,
hxlstandard@libhxl-python__5d18d9f3__urllib3__aiohttp,hxlstandard/libhxl-python,5d18d9f3,urllib3,aiohttp,hxlstandard@libhxl-python__5d18d9f3,urllib3__aiohttp,434,403,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,True,0,0.0,0,0.0,3686,0,
gillesvink@nukedockerbuild__69afa626__requests__aiohttp,gillesvink/nukedockerbuild,69afa626,requests,aiohttp,gillesvink@nukedockerbuild__69afa626,requests__aiohttp,58,58,True,58,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,54,0,
miguelgrinberg@microblog-api__e250d711__click__typer,miguelgrinberg/microblog-api,e250d711,click,typer,miguelgrinberg@microblog-api__e250d711,click__typer,44,44,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,19,0,
smartystreets@smartystreets-python-sdk__af56ea7f__requests__requests_futures,smartystreets/smartystreets-python-sdk,af56ea7f,requests,requests_futures,smartystreets@smartystreets-python-sdk__af56ea7f,requests__requests_futures,83,83,True,78,0.9397590361445783,-1,-1,False,-1,0.9397590361445783,-1,-1.0,False,-1,0.9397590361445783,-1,-1.0,0.9397590361445783,llmmig,,-1,-1.0,-1,-1.0,27,0,
beancount@beanquery__51ad2619__click__plac,beancount/beanquery,51ad2619,click,plac,beancount@beanquery__51ad2619,click__plac,255,254,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,38,0,
miguelgrinberg@microblog-api__e250d711__flask__fastapi,miguelgrinberg/microblog-api,e250d711,flask,fastapi,miguelgrinberg@microblog-api__e250d711,flask__fastapi,44,44,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,True,0,0.0,0,0.0,347,0,
sudiptob2@cf-stats__ce93670b__requests__requests_futures,sudiptob2/cf-stats,ce93670b,requests,requests_futures,sudiptob2@cf-stats__ce93670b,requests__requests_futures,10,10,True,10,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,14,0,
goranvrbaski@python-namesilo__4c867e65__requests__pycurl,goranvrbaski/python-namesilo,4c867e65,requests,pycurl,goranvrbaski@python-namesilo__4c867e65,requests__pycurl,32,32,True,7,0.21875,-1,-1,True,30,0.9375,23,3.2857142857142856,False,-1,0.9375,-1,-1.0,0.9375,merge_skipped,,-1,-1.0,-1,-1.0,46,0,
blockchain-technology-lab@consensus-decentralization__f6dbfbbf__seaborn__altair,blockchain-technology-lab/consensus-decentralization,f6dbfbbf,seaborn,altair,blockchain-technology-lab@consensus-decentralization__f6dbfbbf,seaborn__altair,43,41,True,41,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,202,0,
dell@python-powerflex__d590af9d__requests__urllib3,dell/python-powerflex,d590af9d,requests,urllib3,dell@python-powerflex__d590af9d,requests__urllib3,326,326,True,0,0.0,-1,-1,True,12,0.03680981595092025,12,1.0,False,-1,0.03680981595092025,-1,-1.0,0.03680981595092025,merge_skipped,,-1,-1.0,-1,-1.0,478,0,
hxlstandard@libhxl-python__5d18d9f3__requests__requests_futures,hxlstandard/libhxl-python,5d18d9f3,requests,requests_futures,hxlstandard@libhxl-python__5d18d9f3,requests__requests_futures,434,403,True,0,0.0,-1,-1,True,403,1.0,403,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,26,0,
unpywall@unpywall__7909fde0__requests__aiohttp,unpywall/unpywall,7909fde0,requests,aiohttp,unpywall@unpywall__7909fde0,requests__aiohttp,26,24,True,10,0.4166666666666667,-1,-1,True,0,0.4166666666666667,-10,-1.0,True,10,0.4166666666666667,0,0.0,0.4166666666666667,llmmig,,-1,-1.0,-1,-1.0,708,0,
ankane@mapkick.py__7d625d80__flask__fastapi,ankane/mapkick.py,7d625d80,flask,fastapi,ankane@mapkick.py__7d625d80,flask__fastapi,38,38,True,38,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,11,0,
git-shogg@finsec__e64e34a9__requests__urllib3,git-shogg/finsec,e64e34a9,requests,urllib3,git-shogg@finsec__e64e34a9,requests__urllib3,7,7,True,7,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,54,0,
raphaelm@python-fints__0dc1a801__requests__aiohttp,raphaelm/python-fints,0dc1a801,requests,aiohttp,raphaelm@python-fints__0dc1a801,requests__aiohttp,68,65,True,53,0.8153846153846154,-1,-1,False,-1,0.8153846153846154,-1,-1.0,True,53,0.8153846153846154,0,0.0,0.8153846153846154,llmmig,,-1,-1.0,-1,-1.0,225,0,
xchwarze@samsung-tv-ws-api__243b6952__requests__pycurl,xchwarze/samsung-tv-ws-api,243b6952,requests,pycurl,xchwarze@samsung-tv-ws-api__243b6952,requests__pycurl,26,26,True,26,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,41,0,
polymarket@py-clob-client__8ced2024__requests__requests_futures,polymarket/py-clob-client,8ced2024,requests,requests_futures,polymarket@py-clob-client__8ced2024,requests__requests_futures,68,68,True,68,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,16,0,
sarartur@chess.com__fdd85340__requests__pycurl,sarartur/chess.com,fdd85340,requests,pycurl,sarartur@chess.com__fdd85340,requests__pycurl,103,97,True,88,0.9072164948453608,-1,-1,False,-1,0.9072164948453608,-1,-1.0,False,-1,0.9072164948453608,-1,-1.0,0.9072164948453608,llmmig,,-1,-1.0,-1,-1.0,63,0,
fidelity@selective__7e07abc8__seaborn__altair,fidelity/selective,7e07abc8,seaborn,altair,fidelity@selective__7e07abc8,seaborn__altair,109,109,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,True,109,1.0,109,1.0,40,0,1.0
giuliorossetti@ash__1106b609__seaborn__altair,giuliorossetti/ash,1106b609,seaborn,altair,giuliorossetti@ash__1106b609,seaborn__altair,80,79,True,76,0.9620253164556962,-1,-1,True,0,0.9620253164556962,-76,-1.0,False,-1,0.9620253164556962,-1,-1.0,0.9620253164556962,llmmig,,-1,-1.0,-1,-1.0,90,0,
kura@yarg__6378a9f4__requests__aiohttp,kura/yarg,6378a9f4,requests,aiohttp,kura@yarg__6378a9f4,requests__aiohttp,58,58,True,50,0.8620689655172413,-1,-1,False,-1,0.8620689655172413,-1,-1.0,True,58,1.0,8,0.16,1.0,async_transform,,-1,-1.0,-1,-1.0,117,0,
martin-majlis@wikipedia-api__a58db566__requests__httpx,martin-majlis/wikipedia-api,a58db566,requests,httpx,martin-majlis@wikipedia-api__a58db566,requests__httpx,66,66,True,4,0.06060606060606061,-1,-1,True,66,1.0,62,15.5,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,6,0,
resend@resend-python__b468d4d5__requests__treq,resend/resend-python,b468d4d5,requests,treq,resend@resend-python__b468d4d5,requests__treq,57,57,True,8,0.14035087719298245,-1,-1,False,-1,0.14035087719298245,-1,-1.0,True,57,1.0,49,6.125,1.0,async_transform,,-1,-1.0,-1,-1.0,460,0,
apple@app-store-server-library-python__1202058d__requests__httpx,apple/app-store-server-library-python,1202058d,requests,httpx,apple@app-store-server-library-python__1202058d,requests__httpx,73,73,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,39,0,
joeyagreco@sleeper__f5beb770__requests__treq,joeyagreco/sleeper,f5beb770,requests,treq,joeyagreco@sleeper__f5beb770,requests__treq,49,49,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,318,0,
d-rickyy-b@pastepwn__cde6e968__requests__requests_futures,d-rickyy-b/pastepwn,cde6e968,requests,requests_futures,d-rickyy-b@pastepwn__cde6e968,requests__requests_futures,236,233,True,233,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,11,0,
suresoft-glados@sbfl__056ecf1f__tqdm__alive-progress,suresoft-glados/sbfl,056ecf1f,tqdm,alive-progress,suresoft-glados@sbfl__056ecf1f,tqdm__alive-progress,75,75,True,75,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,66,0,
digitaltrustcenter@sectxt__0f06db1f__requests__urllib3,digitaltrustcenter/sectxt,0f06db1f,requests,urllib3,digitaltrustcenter@sectxt__0f06db1f,requests__urllib3,31,30,True,0,0.0,-1,-1,True,25,0.8333333333333334,25,1.0,False,-1,0.8333333333333334,-1,-1.0,0.8333333333333334,merge_skipped,,-1,-1.0,-1,-1.0,134,0,
rochacbruno@dundie-rewards__e35d6be5__httpx__aiohttp,rochacbruno/dundie-rewards,e35d6be5,httpx,aiohttp,rochacbruno@dundie-rewards__e35d6be5,httpx__aiohttp,27,26,True,19,0.7307692307692307,-1,-1,False,-1,0.7307692307692307,-1,-1.0,True,23,0.8846153846153846,4,0.21052631578947367,0.8846153846153846,async_transform,,-1,-1.0,-1,-1.0,74,0,
gregretkowski@llmsec__fb775c9a__jinja2__mako,gregretkowski/llmsec,fb775c9a,jinja2,mako,gregretkowski@llmsec__fb775c9a,jinja2__mako,5,5,True,2,0.4,-1,-1,False,-1,0.4,-1,-1.0,False,-1,0.4,-1,-1.0,0.4,llmmig,,-1,-1.0,-1,-1.0,17,0,
cskorpion@vmprof-firefox-converter__e1f6bb79__flask__sanic,cskorpion/vmprof-firefox-converter,e1f6bb79,flask,sanic,cskorpion@vmprof-firefox-converter__e1f6bb79,flask__sanic,59,56,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,True,56,1.0,56,1.0,49,0,1.0
sindrel@nrk-pod-feeds__69b3cf40__requests__pycurl,sindrel/nrk-pod-feeds,69b3cf40,requests,pycurl,sindrel@nrk-pod-feeds__69b3cf40,requests__pycurl,14,13,True,13,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,104,0,
spryngtime@openai-load-balancer__b46dfd82__python-dotenv__dynaconf,spryngtime/openai-load-balancer,b46dfd82,python-dotenv,dynaconf,spryngtime@openai-load-balancer__b46dfd82,python-dotenv__dynaconf,22,22,True,22,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,8,0,
andreroggeri@pynubank__3a35d906__colorama__termcolor,andreroggeri/pynubank,3a35d906,colorama,termcolor,andreroggeri@pynubank__3a35d906,colorama__termcolor,328,322,True,322,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,20,0,
pymike00@tinychat__cade1f91__requests__treq,pymike00/tinychat,cade1f91,requests,treq,pymike00@tinychat__cade1f91,requests__treq,21,21,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,414,0,
j4asper@dmr.py__8f335fd5__requests__urllib3,j4asper/dmr.py,8f335fd5,requests,urllib3,j4asper@dmr.py__8f335fd5,requests__urllib3,13,12,True,9,0.75,-1,-1,False,-1,0.75,-1,-1.0,False,-1,0.75,-1,-1.0,0.75,llmmig,,-1,-1.0,-1,-1.0,84,0,
ozgurkara@fastapi-pydiator__7d70a90a__httpx__requests,ozgurkara/fastapi-pydiator,7d70a90a,httpx,requests,ozgurkara@fastapi-pydiator__7d70a90a,httpx__requests,37,37,True,29,0.7837837837837838,-1,-1,False,-1,0.7837837837837838,-1,-1.0,False,-1,0.7837837837837838,-1,-1.0,0.7837837837837838,llmmig,,-1,-1.0,-1,-1.0,37,0,
resend@resend-python__b468d4d5__requests__urllib3,resend/resend-python,b468d4d5,requests,urllib3,resend@resend-python__b468d4d5,requests__urllib3,57,57,True,7,0.12280701754385964,-1,-1,False,-1,0.12280701754385964,-1,-1.0,False,-1,0.12280701754385964,-1,-1.0,0.12280701754385964,llmmig,,-1,-1.0,-1,-1.0,54,0,
abinthomasonline@repopack-py__dc2b9243__colorama__rich,abinthomasonline/repopack-py,dc2b9243,colorama,rich,abinthomasonline@repopack-py__dc2b9243,colorama__rich,21,21,True,21,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,69,0,
git-shogg@finsec__e64e34a9__requests__treq,git-shogg/finsec,e64e34a9,requests,treq,git-shogg@finsec__e64e34a9,requests__treq,7,7,True,1,0.14285714285714285,-1,-1,True,1,0.14285714285714285,0,0.0,False,-1,0.14285714285714285,-1,-1.0,0.14285714285714285,llmmig,,-1,-1.0,-1,-1.0,161,0,
electronic-mango@simple-justwatch-python-api__5524c491__httpx__aiohttp,electronic-mango/simple-justwatch-python-api,5524c491,httpx,aiohttp,electronic-mango@simple-justwatch-python-api__5524c491,httpx__aiohttp,35,35,True,31,0.8857142857142857,-1,-1,False,-1,0.8857142857142857,-1,-1.0,True,32,0.9142857142857143,1,0.03225806451612903,0.9142857142857143,async_transform,True,31,0.8857142857142857,-1,-0.03125,59,0,
gugarosa@opytimizer__e050d12f__tqdm__progressbar2,gugarosa/opytimizer,e050d12f,tqdm,progressbar2,gugarosa@opytimizer__e050d12f,tqdm__progressbar2,662,661,True,661,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,65,0,
d-rickyy-b@pastepwn__cde6e968__requests__treq,d-rickyy-b/pastepwn,cde6e968,requests,treq,d-rickyy-b@pastepwn__cde6e968,requests__treq,236,233,True,231,0.9914163090128756,-1,-1,False,-1,0.9914163090128756,-1,-1.0,False,-1,0.9914163090128756,-1,-1.0,0.9914163090128756,llmmig,,-1,-1.0,-1,-1.0,81,0,
invinet@python-en16931__5e3a4a6c__requests__httpx,invinet/python-en16931,5e3a4a6c,requests,httpx,invinet@python-en16931__5e3a4a6c,requests__httpx,69,65,True,65,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,10,0,
apple@app-store-server-library-python__1202058d__requests__treq,apple/app-store-server-library-python,1202058d,requests,treq,apple@app-store-server-library-python__1202058d,requests__treq,73,73,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,290,0,
pelagicore@qface__4a77e9aa__jinja2__mako,pelagicore/qface,4a77e9aa,jinja2,mako,pelagicore@qface__4a77e9aa,jinja2__mako,57,54,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,63,0,
pymike00@tinychat__cade1f91__requests__urllib3,pymike00/tinychat,cade1f91,requests,urllib3,pymike00@tinychat__cade1f91,requests__urllib3,21,21,True,20,0.9523809523809523,-1,-1,False,-1,0.9523809523809523,-1,-1.0,False,-1,0.9523809523809523,-1,-1.0,0.9523809523809523,llmmig,,-1,-1.0,-1,-1.0,252,0,
datamade@census__dd8b5b5e__requests__treq,datamade/census,dd8b5b5e,requests,treq,datamade@census__dd8b5b5e,requests__treq,17,17,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,735,0,
julian@venvs__71ef4365__attrs__cattrs,julian/venvs,71ef4365,attrs,cattrs,julian@venvs__71ef4365,attrs__cattrs,83,77,True,77,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,8,0,
ful1e5@clickgen__ce70d07a__attrs__cattrs,ful1e5/clickgen,ce70d07a,attrs,cattrs,ful1e5@clickgen__ce70d07a,attrs__cattrs,42,41,True,41,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,2,0,
unpywall@unpywall__7909fde0__requests__requests_futures,unpywall/unpywall,7909fde0,requests,requests_futures,unpywall@unpywall__7909fde0,requests__requests_futures,26,24,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,13,0,
blockchain-technology-lab@consensus-decentralization__f6dbfbbf__matplotlib__plotly,blockchain-technology-lab/consensus-decentralization,f6dbfbbf,matplotlib,plotly,blockchain-technology-lab@consensus-decentralization__f6dbfbbf,matplotlib__plotly,43,41,True,41,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,194,0,
github@stale-repos__0e3c3084__python-dotenv__dynaconf,github/stale-repos,0e3c3084,python-dotenv,dynaconf,github@stale-repos__0e3c3084,python-dotenv__dynaconf,26,26,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,41,0,
hxlstandard@libhxl-python__5d18d9f3__requests__aiohttp,hxlstandard/libhxl-python,5d18d9f3,requests,aiohttp,hxlstandard@libhxl-python__5d18d9f3,requests__aiohttp,434,403,True,0,0.0,-1,-1,True,0,0.0,0,0.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,5884,0,
rjvitorino@gists-catalogue__86eed6de__urllib3__requests,rjvitorino/gists-catalogue,86eed6de,urllib3,requests,rjvitorino@gists-catalogue__86eed6de,urllib3__requests,7,7,True,7,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,0,0,
internetarchive@openlibrary-client__7e45d512__requests__urllib3,internetarchive/openlibrary-client,7e45d512,requests,urllib3,internetarchive@openlibrary-client__7e45d512,requests__urllib3,46,46,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,235,0,
ozgurkara@fastapi-pydiator__7d70a90a__httpx__aiohttp,ozgurkara/fastapi-pydiator,7d70a90a,httpx,aiohttp,ozgurkara@fastapi-pydiator__7d70a90a,httpx__aiohttp,37,37,True,29,0.7837837837837838,-1,-1,False,-1,0.7837837837837838,-1,-1.0,True,29,0.7837837837837838,0,0.0,0.7837837837837838,llmmig,,-1,-1.0,-1,-1.0,120,0,
xchwarze@samsung-tv-ws-api__243b6952__cryptography__pycryptodome,xchwarze/samsung-tv-ws-api,243b6952,cryptography,pycryptodome,xchwarze@samsung-tv-ws-api__243b6952,cryptography__pycryptodome,26,26,True,0,0.0,-1,-1,True,26,1.0,26,1.0,False,-1,1.0,-1,-1.0,1.0,merge_skipped,,-1,-1.0,-1,-1.0,29,0,
bheinzerling@bpemb__a75008c1__requests__aiohttp,bheinzerling/bpemb,a75008c1,requests,aiohttp,bheinzerling@bpemb__a75008c1,requests__aiohttp,20,19,True,18,0.9473684210526315,-1,-1,False,-1,0.9473684210526315,-1,-1.0,True,20,1.0,2,0.1111111111111111,1.0,async_transform,,-1,-1.0,-1,-1.0,169,0,
opendilab@di-toolkit__8d728a42__seaborn__altair,opendilab/di-toolkit,8d728a42,seaborn,altair,opendilab@di-toolkit__8d728a42,seaborn__altair,55,54,True,54,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,65,0,
chrispappalardo@eparse__6f799d21__click__plac,chrispappalardo/eparse,6f799d21,click,plac,chrispappalardo@eparse__6f799d21,click__plac,21,21,True,15,0.7142857142857143,-1,-1,True,0,0.7142857142857143,-15,-1.0,False,-1,0.7142857142857143,-1,-1.0,0.7142857142857143,llmmig,,-1,-1.0,-1,-1.0,185,0,
octodns@octodns-ddns__d152390d__requests__aiohttp,octodns/octodns-ddns,d152390d,requests,aiohttp,octodns@octodns-ddns__d152390d,requests__aiohttp,7,7,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,True,0,0.0,0,0.0,0.0,llmmig,,-1,-1.0,-1,-1.0,98,0,
blingenf@copydetect__ba072818__pygments__rich,blingenf/copydetect,ba072818,pygments,rich,blingenf@copydetect__ba072818,pygments__rich,38,38,True,19,0.5,-1,-1,False,-1,0.5,-1,-1.0,False,-1,0.5,-1,-1.0,0.5,llmmig,True,19,0.5,0,0.0,57,0,
kmiq@coinbase-advanced-python__660f2f07__requests__pycurl,kmiq/coinbase-advanced-python,660f2f07,requests,pycurl,kmiq@coinbase-advanced-python__660f2f07,requests__pycurl,36,36,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,440,0,
stefanschinkel@gantt__28be0938__matplotlib__altair,stefanschinkel/gantt,28be0938,matplotlib,altair,stefanschinkel@gantt__28be0938,matplotlib__altair,8,8,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,131,0,
david96182@ninjemail__2a52a8cc__toml__tomlkit,david96182/ninjemail,2a52a8cc,toml,tomlkit,david96182@ninjemail__2a52a8cc,toml__tomlkit,85,85,True,85,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,5,0,
authomize@connectors-rest-api-client__3fa115d3__requests__requests_futures,authomize/connectors-rest-api-client,3fa115d3,requests,requests_futures,authomize@connectors-rest-api-client__3fa115d3,requests__requests_futures,1,1,True,1,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,16,0,
icane@pyaxis__5217b0e8__requests__aiohttp,icane/pyaxis,5217b0e8,requests,aiohttp,icane@pyaxis__5217b0e8,requests__aiohttp,28,28,True,6,0.21428571428571427,-1,-1,True,14,0.5,8,1.3333333333333333,True,28,1.0,14,1.0,1.0,async_transform,,-1,-1.0,-1,-1.0,180,0,
gillesvink@nukedockerbuild__69afa626__requests__treq,gillesvink/nukedockerbuild,69afa626,requests,treq,gillesvink@nukedockerbuild__69afa626,requests__treq,58,58,True,55,0.9482758620689655,-1,-1,False,-1,0.9482758620689655,-1,-1.0,True,55,0.9482758620689655,0,0.0,0.9482758620689655,llmmig,,-1,-1.0,-1,-1.0,59,0,
arvatoaws-labs@k8soptimizer__212a7278__requests__treq,arvatoaws-labs/k8soptimizer,212a7278,requests,treq,arvatoaws-labs@k8soptimizer__212a7278,requests__treq,47,47,True,47,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,1803,0,
filestack@filestack-python__0e44e337__requests__requests_futures,filestack/filestack-python,0e44e337,requests,requests_futures,filestack@filestack-python__0e44e337,requests__requests_futures,107,107,True,0,0.0,-1,-1,False,-1,0.0,-1,-1.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,134,0,
josephbarbierdarnal@pyfonts__49bc8432__matplotlib__seaborn,josephbarbierdarnal/pyfonts,49bc8432,matplotlib,seaborn,josephbarbierdarnal@pyfonts__49bc8432,matplotlib__seaborn,31,31,True,31,1.0,-1,-1,False,-1,1.0,-1,-1.0,False,-1,1.0,-1,-1.0,1.0,llmmig,,-1,-1.0,-1,-1.0,11,0,
saaste@fmi-weather-client__dfdda122__requests__pycurl,saaste/fmi-weather-client,dfdda122,requests,pycurl,saaste@fmi-weather-client__dfdda122,requests__pycurl,21,21,True,9,0.42857142857142855,-1,-1,False,-1,0.42857142857142855,-1,-1.0,False,-1,0.42857142857142855,-1,-1.0,0.42857142857142855,llmmig,,-1,-1.0,-1,-1.0,47,0,
sarartur@chess.com__fdd85340__requests__aiohttp,sarartur/chess.com,fdd85340,requests,aiohttp,sarartur@chess.com__fdd85340,requests__aiohttp,103,97,True,31,0.31958762886597936,-1,-1,True,31,0.31958762886597936,0,0.0,True,3,0.31958762886597936,-28,-0.9032258064516129,0.31958762886597936,llmmig,,-1,-1.0,-1,-1.0,17,0,
jannisborn@paperscraper__fa7c5e26__requests__requests_futures,jannisborn/paperscraper,fa7c5e26,requests,requests_futures,jannisborn@paperscraper__fa7c5e26,requests__requests_futures,47,43,True,37,0.8604651162790697,-1,-1,False,-1,0.8604651162790697,-1,-1.0,False,-1,0.8604651162790697,-1,-1.0,0.8604651162790697,llmmig,,-1,-1.0,-1,-1.0,44,0,
skyme5@snapchat-dl__9b382d01__requests__requests_futures,skyme5/snapchat-dl,9b382d01,requests,requests_futures,skyme5@snapchat-dl__9b382d01,requests__requests_futures,14,14,True,11,0.7857142857142857,-1,-1,False,-1,0.7857142857142857,-1,-1.0,False,-1,0.7857142857142857,-1,-1.0,0.7857142857142857,llmmig,,-1,-1.0,-1,-1.0,22,0,
osmlab@maproulette-python-client__a610f25a__requests__httpx,osmlab/maproulette-python-client,a610f25a,requests,httpx,osmlab@maproulette-python-client__a610f25a,requests__httpx,68,68,True,0,0.0,-1,-1,True,0,0.0,0,0.0,False,-1,0.0,-1,-1.0,0.0,llmmig,,-1,-1.0,-1,-1.0,69,0,
opendilab@di-toolkit__8d728a42__tqdm__alive-progress,opendilab/di-toolkit,8d728a42,tqdm,alive-progress,opendilab@di-toolkit__8d728a42,tqdm__alive-progress,55,54,True,52,0.9629629629629629,-1,-1,False,-1,0.9629629629629629,-1,-1.0,False,-1,0.9629629629629629,-1,-1.0,0.9629629629629629,llmmig,,-1,-1.0,-1,-1.0,31,0,
